Old URL,New URL (PL),New URL (DE),New URL (EN),Article Title
"https://wbs.pl/kochane_dzieci_wszystkiego_najlepszego_w_dniu_waszego_swieta-3676","https://wbs.pl/pl/aktualnosci/kochane-dzieci-wszystkiego-najlepszego-w-dniu-waszego-swieta-3676","https://wbs.pl/de/aktualnosci/kochane-dzieci-wszystkiego-najlepszego-w-dniu-waszego-swieta-3676","https://wbs.pl/en/aktualnosci/kochane-dzieci-wszystkiego-najlepszego-w-dniu-waszego-swieta-3676","Kochane Dzieci, wszystkiego najlepszego w dniu Waszego święta!"
"https://wbs.pl/uroczyste_pozegnanie_maturzystow_i_rozdanie_swiadectw_dojrzalosci-4009.html","https://wbs.pl/pl/aktualnosci/uroczyste-pozegnanie-maturzystow-i-rozdanie-swiadectw-dojrzalosci-4009","https://wbs.pl/de/aktualnosci/uroczyste-pozegnanie-maturzystow-i-rozdanie-swiadectw-dojrzalosci-4009","https://wbs.pl/en/aktualnosci/uroczyste-pozegnanie-maturzystow-i-rozdanie-swiadectw-dojrzalosci-4009","Uroczyste pożegnanie maturzystów i rozdanie świadectw dojrzałości"
"https://wbs.pl/uroczyste_pozegnanie_maturzystow_i_rozdanie_swiadectw_dojrzalosci-4009","https://wbs.pl/pl/aktualnosci/uroczyste-pozegnanie-maturzystow-i-rozdanie-swiadectw-dojrzalosci-4009","https://wbs.pl/de/aktualnosci/uroczyste-pozegnanie-maturzystow-i-rozdanie-swiadectw-dojrzalosci-4009","https://wbs.pl/en/aktualnosci/uroczyste-pozegnanie-maturzystow-i-rozdanie-swiadectw-dojrzalosci-4009","Uroczyste pożegnanie maturzystów i rozdanie świadectw dojrzałości"
"https://wbs.pl/wspominamy_haline_szpilman-3647.html","https://wbs.pl/pl/aktualnosci/wspominamy-haline-szpilman-3647","https://wbs.pl/de/aktualnosci/wspominamy-haline-szpilman-3647","https://wbs.pl/en/aktualnosci/wspominamy-haline-szpilman-3647","Wspominamy Halinę Szpilman..."
"https://wbs.pl/wspominamy_haline_szpilman-3647","https://wbs.pl/pl/aktualnosci/wspominamy-haline-szpilman-3647","https://wbs.pl/de/aktualnosci/wspominamy-haline-szpilman-3647","https://wbs.pl/en/aktualnosci/wspominamy-haline-szpilman-3647","Wspominamy Halinę Szpilman..."
"https://wbs.pl/migracja_i_integracja_w_europie_podsumowanie_projektu_w_ramach_programu_erasmus_plus-3996.html","https://wbs.pl/pl/wydarzenia/migracja-i-integracja-w-europie-podsumowanie-projektu-w-ramach-programu-erasmus-plus-3996","https://wbs.pl/de/wydarzenia/migracja-i-integracja-w-europie-podsumowanie-projektu-w-ramach-programu-erasmus-plus-3996","https://wbs.pl/en/wydarzenia/migracja-i-integracja-w-europie-podsumowanie-projektu-w-ramach-programu-erasmus-plus-3996","Migracja i integracja w Europie. Podsumowanie projektu w ramach programu Erasmus plus"
"https://wbs.pl/migracja_i_integracja_w_europie_podsumowanie_projektu_w_ramach_programu_erasmus_plus-3996","https://wbs.pl/pl/wydarzenia/migracja-i-integracja-w-europie-podsumowanie-projektu-w-ramach-programu-erasmus-plus-3996","https://wbs.pl/de/wydarzenia/migracja-i-integracja-w-europie-podsumowanie-projektu-w-ramach-programu-erasmus-plus-3996","https://wbs.pl/en/wydarzenia/migracja-i-integracja-w-europie-podsumowanie-projektu-w-ramach-programu-erasmus-plus-3996","Migracja i integracja w Europie. Podsumowanie projektu w ramach programu Erasmus plus"
"https://wbs.pl/maski_dla_medykow_podziekowanie-3649.html","https://wbs.pl/pl/aktualnosci/maski-dla-medykow-podziekowanie-3649","https://wbs.pl/de/aktualnosci/maski-dla-medykow-podziekowanie-3649","https://wbs.pl/en/aktualnosci/maski-dla-medykow-podziekowanie-3649","Maski dla medyków- podziękowanie"
"https://wbs.pl/maski_dla_medykow_podziekowanie-3649","https://wbs.pl/pl/aktualnosci/maski-dla-medykow-podziekowanie-3649","https://wbs.pl/de/aktualnosci/maski-dla-medykow-podziekowanie-3649","https://wbs.pl/en/aktualnosci/maski-dla-medykow-podziekowanie-3649","Maski dla medyków- podziękowanie"
"https://wbs.pl/koktajl_powitalny_dla_rodzicow_nowych_uczniow_wbs-3317.html","https://wbs.pl/pl/aktualnosci/koktajl-powitalny-dla-rodzicow-nowych-uczniow-wbs-3317","https://wbs.pl/de/aktualnosci/koktajl-powitalny-dla-rodzicow-nowych-uczniow-wbs-3317","https://wbs.pl/en/aktualnosci/koktajl-powitalny-dla-rodzicow-nowych-uczniow-wbs-3317","Koktajl powitalny dla rodziców nowych uczniów WBS"
"https://wbs.pl/koktajl_powitalny_dla_rodzicow_nowych_uczniow_wbs-3317","https://wbs.pl/pl/aktualnosci/koktajl-powitalny-dla-rodzicow-nowych-uczniow-wbs-3317","https://wbs.pl/de/aktualnosci/koktajl-powitalny-dla-rodzicow-nowych-uczniow-wbs-3317","https://wbs.pl/en/aktualnosci/koktajl-powitalny-dla-rodzicow-nowych-uczniow-wbs-3317","Koktajl powitalny dla rodziców nowych uczniów WBS"
"https://wbs.pl/sladami_fryderyka_chopina_wycieczka_klasy_6c-3915.html","https://wbs.pl/pl/wydarzenia/sladami-fryderyka-chopina-wycieczka-klasy-6c-3915","https://wbs.pl/de/wydarzenia/sladami-fryderyka-chopina-wycieczka-klasy-6c-3915","https://wbs.pl/en/wydarzenia/sladami-fryderyka-chopina-wycieczka-klasy-6c-3915","Śladami Fryderyka Chopina. Wycieczka klasy 6c"
"https://wbs.pl/sladami_fryderyka_chopina_wycieczka_klasy_6c-3915","https://wbs.pl/pl/wydarzenia/sladami-fryderyka-chopina-wycieczka-klasy-6c-3915","https://wbs.pl/de/wydarzenia/sladami-fryderyka-chopina-wycieczka-klasy-6c-3915","https://wbs.pl/en/wydarzenia/sladami-fryderyka-chopina-wycieczka-klasy-6c-3915","Śladami Fryderyka Chopina. Wycieczka klasy 6c"
"https://wbs.pl/summer_camp_akademii_pilkarskiej_wbs_warszawa-3993.html","https://wbs.pl/pl/aktualnosci/summer-camp-akademii-pilkarskiej-wbs-warszawa-3993","https://wbs.pl/de/aktualnosci/summer-camp-akademii-pilkarskiej-wbs-warszawa-3993","https://wbs.pl/en/aktualnosci/summer-camp-akademii-pilkarskiej-wbs-warszawa-3993","Summer Camp Akademii Piłkarskiej WBS Warszawa"
"https://wbs.pl/summer_camp_akademii_pilkarskiej_wbs_warszawa-3993","https://wbs.pl/pl/aktualnosci/summer-camp-akademii-pilkarskiej-wbs-warszawa-3993","https://wbs.pl/de/aktualnosci/summer-camp-akademii-pilkarskiej-wbs-warszawa-3993","https://wbs.pl/en/aktualnosci/summer-camp-akademii-pilkarskiej-wbs-warszawa-3993","Summer Camp Akademii Piłkarskiej WBS Warszawa"
"https://wbs.pl/dzien_jednosci_niemiec-2829.html","https://wbs.pl/pl/aktualnosci/dzien-jednosci-niemiec-2829","https://wbs.pl/de/aktualnosci/dzien-jednosci-niemiec-2829","https://wbs.pl/en/aktualnosci/dzien-jednosci-niemiec-2829","Dzień Jedności Niemiec"
"https://wbs.pl/dzien_jednosci_niemiec-2829","https://wbs.pl/pl/aktualnosci/dzien-jednosci-niemiec-2829","https://wbs.pl/de/aktualnosci/dzien-jednosci-niemiec-2829","https://wbs.pl/en/aktualnosci/dzien-jednosci-niemiec-2829","Dzień Jedności Niemiec"
"https://wbs.pl/bieg_sponsorowany-2823.html","https://wbs.pl/pl/aktualnosci/bieg-sponsorowany-2823","https://wbs.pl/de/aktualnosci/bieg-sponsorowany-2823","https://wbs.pl/en/aktualnosci/bieg-sponsorowany-2823","Bieg sponsorowany"
"https://wbs.pl/bieg_sponsorowany-2823","https://wbs.pl/pl/aktualnosci/bieg-sponsorowany-2823","https://wbs.pl/de/aktualnosci/bieg-sponsorowany-2823","https://wbs.pl/en/aktualnosci/bieg-sponsorowany-2823","Bieg sponsorowany"
"https://wbs.pl/wda__europatagung_2018_-2883.html","https://wbs.pl/pl/aktualnosci/wda-europatagung-2018-2883","https://wbs.pl/de/aktualnosci/wda-europatagung-2018-2883","https://wbs.pl/en/aktualnosci/wda-europatagung-2018-2883","WDA - Europatagung 2018"
"https://wbs.pl/wda__europatagung_2018_-2883","https://wbs.pl/pl/aktualnosci/wda-europatagung-2018-2883","https://wbs.pl/de/aktualnosci/wda-europatagung-2018-2883","https://wbs.pl/en/aktualnosci/wda-europatagung-2018-2883","WDA - Europatagung 2018"
"https://wbs.pl/zyczenia_wielkanocne-3607.html","https://wbs.pl/pl/aktualnosci/zyczenia-wielkanocne-3607","https://wbs.pl/de/aktualnosci/zyczenia-wielkanocne-3607","https://wbs.pl/en/aktualnosci/zyczenia-wielkanocne-3607","Życzenia Wielkanocne"
"https://wbs.pl/zyczenia_wielkanocne-3607","https://wbs.pl/pl/aktualnosci/zyczenia-wielkanocne-3607","https://wbs.pl/de/aktualnosci/zyczenia-wielkanocne-3607","https://wbs.pl/en/aktualnosci/zyczenia-wielkanocne-3607","Życzenia Wielkanocne"
